,data_index,cluster
1873,29821,2
1874,29823,0
1875,29826,2
1876,29848,0
1877,29850,2
1878,29852,1
1879,29856,2
1880,29866,2
1881,29880,1
1882,29890,0
1883,29895,2
1884,29897,1
1885,29900,2
1886,29906,0
1887,29936,1
1888,29945,0
1889,29979,2
1890,29982,1
1891,29983,2
1892,30026,0
1893,30028,0
1894,30035,2
1895,30039,1
1896,30041,2
1897,30044,1
1898,30045,0
1899,30061,1
1900,30067,2
1901,30073,1
1902,30082,0
1903,30098,0
1904,30106,0
1905,30109,0
1906,30124,0
1907,30134,0
1908,30147,2
1909,30153,0
1910,30155,1
1911,30165,0
1912,30179,0
1913,30184,0
1914,30189,1
1915,30218,0
1916,30221,1
1917,30262,0
1918,30270,0
1919,30277,1
1920,30291,0
1921,30306,1
1922,30310,1
1923,30341,0
1924,30343,2
1925,30346,0
1926,30348,0
1927,30359,2
1928,30361,0
1929,30367,0
1930,30373,0
1931,30383,0
1932,30388,0
1933,30389,1
1934,30396,1
1935,30407,1
1936,30414,0
1937,30416,0
1938,30425,1
1939,30434,0
1940,30439,1
1941,30442,0
1942,30443,1
1943,30444,0
1944,30449,1
1945,30463,1
1946,30467,1
1947,30471,0
1948,30475,0
1949,30483,0
1950,30488,2
1951,30489,0
1952,30495,1
1953,30531,2
1954,30532,0
1955,30548,0
1956,30551,0
1957,30563,2
1958,30570,1
1959,30573,2
1960,30576,0
1961,30581,0
1962,30582,0
1963,30589,1
1964,30593,1
1965,30595,0
1966,30598,1
1967,30604,0
1968,30606,0
1969,30641,1
1970,30644,0
1971,30654,0
1972,30661,0
1973,30673,0
1974,30690,0
1975,30696,0
1976,30702,0
1977,30706,1
1978,30719,1
1979,30720,1
1980,30721,0
1981,30728,0
1982,30730,1
1983,30731,1
1984,30746,1
1985,30748,2
1986,30754,0
1987,30765,1
1988,30774,0
1989,30783,2
1990,30784,1
1991,30805,1
1992,30811,2
1993,30823,0
1994,30825,0
1995,30842,1
1996,30845,0
1997,30848,0
1998,30850,1
1999,30858,0
2000,30863,2
2001,30881,0
2002,30890,0
2003,30891,1
2004,30913,0
2005,30916,2
2006,30917,0
2007,30929,0
2008,30931,1
2009,30954,1
2010,30963,1
2011,30966,0
2012,30972,0
2013,30981,1
2014,30985,2
2015,30986,0
2016,30997,0
2017,31011,0
2018,31016,1
2019,31032,2
2020,31036,1
2021,31046,0
2022,31049,0
2023,31050,0
2024,31052,1
2025,31060,0
2026,31063,0
2027,31066,0
2028,31070,2
2029,31092,0
2030,31099,1
2031,31103,0
2032,31114,0
2033,31130,0
2034,31134,0
2035,31152,0
2036,31161,0
2037,31179,0
2038,31185,0
2039,31190,0
2040,31191,1
2041,31195,1
2042,31212,1
2043,31215,0
2044,31229,2
2045,31236,0
2046,31241,2
2047,31244,1
2048,31246,0
2049,31297,0
2050,31307,0
2051,31308,1
2052,31314,0
2053,31317,0
2054,31348,1
2055,31358,1
2056,31372,1
2057,31379,0
2058,31383,2
2059,31406,1
2060,31420,1
2061,31430,0
2062,31456,1
2063,31490,2
2064,31505,1
2065,31512,2
2066,31513,0
2067,31548,1
2068,31552,2
2069,31555,2
2070,31573,1
2071,31574,2
2072,31591,1
2073,31597,2
2074,31612,0
2075,31622,2
2076,31631,1
2077,31632,1
2078,31642,0
2079,31651,2
2080,31653,2
2081,31663,0
2082,31667,0
2083,31676,2
2084,31686,1
2085,31693,0
2086,31695,0
2087,31699,0
2088,31701,0
2089,31705,2
2090,31719,0
2091,31720,2
2092,31773,0
2093,31789,1
2094,31798,1
2095,31799,0
2096,31847,1
2097,31853,0
2098,31859,0
2099,31873,2
2100,31875,1
2101,31880,2
2102,31895,2
2103,31904,0
2104,31908,1
2105,31911,0
2106,31919,0
2107,31921,0
2108,31935,0
2109,31950,0
2110,31952,0
2111,31958,2
2112,31969,1
2113,31973,0
2114,31979,1
2115,31984,1
2116,31988,1
2117,31996,2
2118,32004,0
2119,32012,0
2120,32017,0
2121,32025,1
2122,32039,1
2123,32043,1
2124,32046,0
2125,32047,0
2126,32051,0
2127,32055,0
2128,32067,0
2129,32070,2
2130,32076,1
2131,32100,2
2132,32102,2
2133,32106,1
2134,32117,1
2135,32121,0
2136,32132,1
2137,32138,0
2138,32144,0
2139,32153,0
2140,32159,2
2141,32168,0
2142,32174,1
2143,32203,1
2144,32225,1
2145,32229,1
2146,32232,0
2147,32241,1
2148,32242,1
2149,32275,0
2150,32285,1
2151,32290,1
2152,32297,0
2153,32298,0
2154,32330,0
2155,32334,1
2156,32337,1
2157,32343,2
2158,32345,0
2159,32346,0
2160,32369,0
2161,32376,0
2162,32392,1
2163,32426,0
2164,32440,0
2165,32449,1
2166,32451,0
2167,32458,1
2168,32461,1
2169,32475,2
2170,32477,0
2171,32478,0
2172,32484,0
2173,32507,0
2174,32522,0
2175,32638,0
2176,32649,0
2177,32650,0
2178,32685,0
2179,32712,1
2180,32717,0
2181,32718,0
2182,32734,0
2183,32772,2
2184,32791,0
2185,32844,0
2186,32877,0
2187,32939,0
2188,32975,2
2189,33020,0
2190,33033,0
2191,33068,0
2192,33089,1
2193,33140,0
2194,33153,1
2195,33232,0
2196,33259,1
2197,33273,0
2198,33274,1
2199,33294,0
2200,33323,0
2201,33340,0
2202,33348,1
2203,33357,2
2204,33358,0
2205,33394,2
2206,33396,0
2207,33410,0
2208,33424,1
2209,33425,1
2210,33433,1
2211,33450,1
2212,33475,1
2213,33477,0
2214,33503,0
2215,33517,1
2216,33525,0
2217,33527,0
2218,33539,0
2219,33543,0
2220,33559,0
2221,33568,1
2222,33580,0
2223,33595,2
2224,33598,2
2225,33605,1
2226,33611,2
2227,33622,1
2228,33628,0
2229,33632,0
2230,33636,0
2231,33643,1
2232,33646,1
2233,33650,1
2234,33668,0
2235,33676,1
2236,33694,0
2237,33707,0
2238,33735,2
2239,33757,1
2240,33760,1
2241,33786,1
2242,33787,0
2243,33811,1
2244,33812,0
2245,33846,0
2246,33852,0
2247,33856,0
2248,33857,2
2249,33859,1
2250,33861,1
2251,33874,1
2252,33898,0
2253,33914,0
2254,33915,2
2255,33923,1
2256,33925,1
2257,33926,0
2258,33937,0
2259,33941,0
2260,33942,0
2261,33953,2
2262,33973,0
2263,33976,2
2264,33985,0
2265,33990,0
2266,33996,0
2267,33997,0
2268,34048,2
2269,34066,0
2270,34072,0
2271,34075,1
2272,34102,1
2273,34124,0
2274,34134,0
2275,34159,1
2276,34192,0
2277,34216,0
2278,34219,2
2279,34224,1
2280,34225,1
2281,34230,0
2282,34234,0
2283,34237,0
2284,34245,0
2285,34253,0
2286,34263,1
2287,34269,1
2288,34303,1
2289,34308,0
2290,34312,1
2291,34335,0
2292,34358,1
2293,34361,0
2294,34373,0
2295,34375,0
2296,34401,2
2297,34415,0
2298,34419,2
2299,34429,1
2300,34432,0
2301,34433,1
2302,34441,0
2303,34450,1
2304,34463,1
2305,34466,0
2306,34476,0
2307,34489,0
2308,34494,1
2309,34504,0
2310,34508,0
2311,34516,1
2312,34543,0
2313,34545,0
2314,34546,0
2315,34566,1
2316,34583,2
2317,34596,0
2318,34601,0
2319,34622,0
2320,34634,1
2321,34638,0
2322,34641,2
2323,34651,2
2324,34654,1
2325,34658,2
2326,34665,0
2327,34676,2
2328,34685,1
2329,34692,0
2330,34700,1
2331,34706,0
2332,34718,1
2333,34723,0
2334,34725,0
2335,34747,0
2336,34756,0
2337,34758,0
2338,34779,0
2339,34803,0
2340,34807,1
2341,34810,0
2342,34829,2
2343,34840,0
2344,34846,0
2345,34851,1
2346,34857,1
2347,34869,0
2348,34873,0
2349,34874,1
2350,34880,0
2351,34881,0
2352,34887,1
2353,34888,2
2354,34890,0
2355,34892,0
2356,34893,0
2357,34912,1
2358,34915,1
2359,34917,0
2360,34920,0
2361,34938,1
2362,34945,2
2363,34948,1
2364,34953,0
2365,34959,2
2366,34961,0
2367,34975,0
2368,34978,0
2369,34979,2
2370,34980,1
2371,34984,1
2372,34995,1
2373,35008,0
2374,35011,0
2375,35037,0
2376,35062,0
2377,35069,0
2378,35072,0
2379,35073,1
2380,35077,1
2381,35081,0
2382,35091,0
2383,35102,0
2384,35104,1
2385,35128,0
2386,35143,0
2387,35144,0
2388,35147,0
2389,35156,1
2390,35157,0
2391,35168,0
2392,35170,0
2393,35189,0
2394,35198,0
2395,35201,1
2396,35208,1
2397,35218,1
2398,35222,2
2399,35223,0
2400,35228,0
2401,35235,2
2402,35238,0
2403,35239,0
2404,35253,0
2405,35270,1
2406,35271,1
2407,35275,0
2408,35282,1
2409,35288,0
2410,35300,0
2411,35311,1
2412,35323,1
2413,35329,0
2414,35343,0
2415,35353,2
2416,35355,0
2417,35360,2
2418,35369,1
2419,35371,0
2420,35374,1
2421,35375,2
2422,35378,1
2423,35382,2
2424,35405,2
2425,35406,0
2426,35411,0
2427,35425,0
2428,35436,0
2429,35438,2
2430,35443,0
2431,35450,0
2432,35454,0
2433,35456,0
2434,35470,2
2435,35480,0
2436,35482,0
2437,35499,1
2438,35502,0
2439,35518,0
2440,35530,1
2441,35536,0
2442,35546,1
2443,35554,1
2444,35561,1
2445,35566,1
2446,35575,1
2447,35589,0
2448,35611,1
2449,35618,1
2450,35622,1
2451,35633,0
2452,35637,2
2453,35643,0
2454,35654,0
2455,35660,1
2456,35662,0
2457,35706,2
2458,35707,2
2459,35709,1
2460,35711,1
2461,35720,0
2462,35722,0
2463,35724,1
2464,35728,1
2465,35736,0
2466,35743,1
2467,35745,0
2468,35769,1
2469,35786,1
2470,35789,0
2471,35797,0
2472,35808,0
2473,35842,0
2474,35847,0
2475,35851,1
2476,35852,0
2477,35853,1
2478,35869,0
2479,35888,1
2480,35892,2
2481,35913,1
2482,35926,0
2483,35927,1
2484,35931,0
2485,35950,1
2486,35958,2
2487,35971,1
2488,35973,0
2489,35978,1
2490,35990,1
2491,36023,2
2492,36029,1
2493,36034,2
2494,36046,1
2495,36061,0
2496,36071,2
2497,36076,1
2498,36092,1
2499,36099,2
2500,36106,0
2501,36114,2
2502,36122,0
2503,36134,0
2504,36153,1
2505,36154,2
2506,36161,0
2507,36167,0
2508,36187,1
2509,36206,0
2510,36211,0
2511,36221,1
2512,36260,0
2513,36263,2
2514,36267,0
2515,36272,0
2516,36296,0
2517,36301,2
2518,36306,0
2519,36313,2
2520,36333,0
2521,36389,0
2522,36393,0
2523,36396,1
2524,36399,0
2525,36405,1
2526,36410,2
2527,36412,1
2528,36418,0
2529,36424,2
2530,36428,1
2531,36429,1
2532,36457,0
2533,36466,1
2534,36472,2
2535,36477,1
2536,36499,1
2537,36500,0
2538,36504,1
2539,36514,1
2540,36531,2
2541,36539,1
2542,36544,2
2543,36545,1
2544,36550,0
2545,36556,2
2546,36569,0
2547,36571,0
2548,36575,0
2549,36579,2
2550,36580,0
2551,36584,1
2552,36588,0
2553,36602,1
2554,36604,0
2555,36630,1
2556,36633,1
2557,36636,0
2558,36649,0
2559,36653,2
2560,36656,0
2561,36657,0
2562,36659,0
2563,36667,0
2564,36668,1
2565,36679,1
2566,36685,1
2567,36694,2
2568,36701,0
2569,36720,1
2570,36725,0
2571,36742,0
2572,36747,0
2573,36758,1
2574,36769,0
2575,36775,1
2576,36781,0
2577,36782,0
2578,36788,0
2579,36793,0
2580,36805,1
2581,36815,1
2582,36825,0
2583,36843,2
2584,36855,1
2585,36868,1
2586,36876,0
2587,36882,0
2588,36886,0
2589,36891,0
2590,36897,1
2591,36902,1
2592,36907,1
2593,36918,0
2594,36932,0
2595,36937,0
2596,36939,1
2597,36941,1
2598,36956,0
2599,36973,0
2600,36977,0
2601,36991,0
2602,36994,0
2603,36999,0
2604,37013,1
2605,37014,0
2606,37016,1
2607,37018,2
2608,37020,1
2609,37046,0
2610,37063,2
2611,37064,1
2612,37069,0
2613,37091,2
2614,37113,0
2615,37114,0
2616,37127,0
2617,37129,0
2618,37149,0
2619,37158,0
2620,37166,1
2621,37168,0
2622,37182,0
2623,37193,0
2624,37194,1
2625,37233,2
2626,37240,1
2627,37242,0
2628,37248,0
2629,37258,1
2630,37259,0
2631,37304,1
2632,37306,0
2633,37327,2
2634,37329,2
2635,37336,0
2636,37337,2
2637,37354,2
2638,37358,0
2639,37360,1
2640,37370,0
2641,37411,2
2642,37413,1
2643,37417,1
2644,37419,0
2645,37420,1
2646,37435,1
2647,37437,0
2648,37451,0
2649,37487,0
2650,37490,1
2651,37495,0
2652,37502,0
2653,37505,0
2654,37512,1
2655,37516,0
2656,37541,0
2657,37542,0
2658,37551,0
2659,37557,1
2660,37564,1
2661,37573,2
2662,37575,1
2663,37586,2
2664,37590,0
2665,37593,0
2666,37597,0
2667,37605,2
2668,37609,1
2669,37617,1
2670,37624,1
2671,37626,0
2672,37629,0
2673,37631,0
2674,37639,0
2675,37642,0
2676,37654,0
2677,37655,0
2678,37661,1
2679,37690,0
2680,37698,2
2681,37702,0
2682,37709,1
2683,37728,2
2684,37743,0
2685,37745,0
2686,37752,0
2687,37756,0
2688,37764,0
2689,37770,0
2690,37781,0
2691,37809,2
2692,37828,2
2693,37847,1
2694,37864,0
2695,37898,1
2696,37938,2
2697,37945,0
2698,37962,1
2699,37970,1
2700,37988,0
2701,38017,0
2702,38029,0
2703,38034,1
2704,38035,1
2705,38051,1
2706,38055,0
2707,38056,1
2708,38067,2
2709,38075,0
2710,38076,0
2711,38080,2
2712,38088,1
2713,38100,1
2714,38109,1
2715,38127,0
2716,38133,2
2717,38149,1
2718,38151,1
2719,38156,0
2720,38162,0
2721,38170,2
2722,38302,0
2723,38329,0
2724,38331,2
2725,38332,2
2726,38339,0
2727,38340,0
2728,38349,0
2729,38360,1
2730,38398,0
2731,38399,0
2732,38403,1
2733,38436,0
2734,38454,1
2735,38467,0
2736,38469,1
2737,38480,0
2738,38487,1
2739,38488,0
2740,38526,1
2741,38540,1
2742,38545,0
2743,38572,0
2744,38634,1
2745,38650,0
2746,38651,0
2747,38660,2
2748,38668,1
2749,38679,0
2750,38682,2
2751,38687,1
2752,38706,1
2753,38707,0
2754,38708,0
2755,38709,1
2756,38710,0
2757,38718,0
2758,38749,0
2759,38758,1
2760,38761,0
2761,38764,0
2762,38804,1
2763,38823,0
2764,38883,1
2765,38889,2
2766,38891,2
2767,38923,0
2768,38924,0
2769,38929,1
2770,38936,0
2771,38943,0
2772,38950,0
2773,38958,1
2774,38981,0
2775,38985,0
2776,38986,1
2777,38993,0
2778,38994,0
2779,38996,0
2780,38998,2
2781,38999,2
2782,39001,2
2783,39003,0
2784,39004,1
2785,39008,2
2786,39009,1
2787,39011,0
2788,39024,0
2789,39028,1
2790,39032,2
2791,39036,1
2792,39046,0
2793,39047,0
2794,39048,0
2795,39053,0
2796,39056,1
2797,39058,1
2798,39059,1
2799,39061,1
2800,39069,0
2801,39082,0
2802,39088,0
2803,39115,1
2804,39119,1
2805,39120,1
2806,39155,0
2807,39170,0
2808,39173,0
2809,39186,1
2810,39197,0
2811,39209,1
2812,39215,1
2813,39216,1
2814,39218,0
2815,39227,0
2816,39234,1
2817,39246,2
2818,39249,0
2819,39256,0
2820,39258,2
2821,39273,0
2822,39276,1
2823,39286,0
2824,39288,0
2825,39300,2
2826,39304,0
2827,39307,1
2828,39316,0
2829,39326,0
2830,39334,1
2831,39340,0
2832,39347,1
2833,39357,0
2834,39361,0
2835,39364,1
2836,39369,1
2837,39373,0
2838,39381,0
2839,39406,0
2840,39407,0
2841,39410,2
2842,39412,0
2843,39435,2
2844,39441,1
2845,39451,0
2846,39457,0
2847,39482,2
2848,39515,1
2849,39518,0
2850,39519,0
2851,39525,0
2852,39528,1
2853,39529,0
2854,39535,0
2855,39547,0
2856,39563,2
2857,39575,1
2858,39596,0
2859,39599,1
2860,39601,2
2861,39606,0
2862,39616,1
2863,39621,1
2864,39627,1
2865,39638,2
2866,39664,0
2867,39673,1
2868,39675,1
2869,39686,2
2870,39689,2
2871,39699,1
2872,39700,2
2873,39704,1
2874,39718,2
2875,39727,0
2876,39729,1
2877,39731,2
2878,39732,1
2879,39736,1
2880,39738,0
2881,39747,0
2882,39753,1
2883,39758,0
2884,39771,1
2885,39775,0
2886,39789,1
2887,39791,1
2888,39794,0
2889,39797,1
2890,39802,0
2891,39810,2
2892,39815,0
2893,39826,1
2894,39831,1
2895,39834,0
2896,39841,0
2897,39844,0
2898,39862,1
2899,39870,0
2900,39871,1
2901,39895,1
2902,39913,1
2903,39921,0
2904,39924,1
2905,39939,0
2906,39953,0
2907,39956,2
2908,39957,0
2909,39968,1
2910,39973,2
2911,39978,2
2912,39979,2
2913,39982,0
2914,39991,1
2915,39993,0
2916,39994,1
2917,39999,1
2918,40014,1
2919,40025,1
2920,40039,0
2921,40041,1
2922,40042,0
2923,40047,2
2924,40060,2
2925,40061,1
2926,40070,0
2927,40080,0
2928,40094,1
2929,40095,0
2930,40100,0
2931,40101,2
2932,40104,0
2933,40106,0
2934,40108,0
2935,40111,1
2936,40118,1
2937,40120,1
2938,40134,0
2939,40142,0
2940,40144,0
2941,40151,0
2942,40165,1
2943,40171,0
2944,40179,2
2945,40185,0
2946,40196,2
2947,40198,1
2948,40202,2
2949,40204,0
2950,40205,0
2951,40211,2
2952,40218,0
2953,40240,0
2954,40241,2
2955,40242,0
2956,40246,1
2957,40255,0
2958,40261,1
2959,40266,0
2960,40272,0
2961,40290,2
2962,40292,0
2963,40297,1
2964,40302,1
2965,40303,0
2966,40304,0
2967,40306,1
2968,40318,0
2969,40329,1
2970,40334,1
2971,40335,1
2972,40352,0
2973,40361,0
2974,40369,0
2975,40376,1
2976,40380,2
2977,40385,0
2978,40387,0
2979,40388,1
2980,40401,2
2981,40407,0
2982,40413,0
2983,40448,1
2984,40452,0
2985,40455,1
2986,40472,2
2987,40474,1
2988,40493,1
2989,40495,2
2990,40509,1
2991,40510,0
2992,40518,0
2993,40531,0
2994,40533,0
2995,40546,1
2996,40562,0
2997,40574,0
2998,40584,1
2999,40596,1
3000,40598,1
3001,40600,0
3002,40606,0
3003,40621,1
3004,40626,1
3005,40642,0
3006,40647,1
3007,40650,2
3008,40660,0
3009,40666,0
3010,40667,0
3011,40675,1
3012,40686,0
3013,40687,0
3014,40698,0
3015,40701,0
3016,40704,0
3017,40705,0
3018,40710,0
3019,40732,0
3020,40733,0
3021,40747,0
3022,40755,0
3023,40757,0
3024,40773,0
3025,40776,1
3026,40779,0
3027,40794,1
3028,40804,2
3029,40819,2
3030,40820,2
3031,40821,1
3032,40866,0
3033,40870,0
3034,40877,0
3035,40879,0
3036,40891,1
3037,40903,0
3038,40915,0
3039,40919,0
3040,40920,1
3041,40926,1
3042,40935,0
3043,40938,1
3044,40947,1
3045,40954,0
3046,40958,0
3047,40962,0
3048,40972,0
3049,40973,1
3050,40980,0
3051,40986,0
3052,40988,1
3053,41042,1
3054,41059,0
3055,41065,0
3056,41066,0
3057,41075,0
3058,41086,0
3059,41120,0
3060,41122,0
3061,41124,0
3062,41126,0
3063,41133,1
3064,41139,1
3065,41141,0
3066,41142,1
3067,41149,2
3068,41156,1
3069,41162,1
3070,41197,0
3071,41199,0
3072,41200,2
3073,41204,1
3074,41205,0
3075,41211,0
3076,41221,0
3077,41224,0
3078,41233,2
3079,41235,2
3080,41252,1
3081,41257,2
3082,41265,1
3083,41272,0
3084,41281,0
3085,41283,2
3086,41301,0
3087,41326,0
3088,41327,1
3089,41347,1
3090,41348,0
3091,41361,0
3092,41364,1
3093,41367,0
3094,41392,0
3095,41406,1
3096,41409,1
3097,41427,1
3098,41434,0
3099,41437,1
3100,41440,1
3101,41451,0
3102,41455,1
3103,41456,0
3104,41469,1
3105,41478,1
3106,41481,1
3107,41483,0
3108,41485,0
3109,41496,1
3110,41505,1
3111,41511,1
3112,41515,0
3113,41549,0
3114,41552,0
3115,41558,1
3116,41567,0
3117,41585,1
3118,41595,0
3119,41602,0
3120,41603,0
3121,41608,0
3122,41628,0
3123,41633,0
3124,41648,0
3125,41661,0
3126,41674,2
3127,41685,1
3128,41691,0
3129,41694,0
3130,41722,1
3131,41727,0
3132,41733,2
3133,41735,0
3134,41742,0
3135,41744,1
3136,41752,2
3137,41768,0
3138,41810,1
3139,41821,0
3140,41824,1
3141,41825,2
3142,41832,1
3143,41836,0
3144,41837,0
3145,41839,1
3146,41844,1
3147,41848,2
3148,41851,0
3149,41853,2
3150,41860,0
3151,41871,0
3152,41883,0
3153,41888,1
3154,41897,0
3155,41908,0
3156,41912,0
3157,41914,2
3158,41915,1
3159,41927,0
3160,41932,0
3161,41942,0
3162,41943,0
3163,41944,0
3164,41948,0
3165,41949,0
3166,41952,0
3167,41954,0
3168,41956,1
3169,41964,2
3170,41965,0
3171,41967,0
3172,41972,1
3173,41982,2
3174,41987,0
3175,41992,0
3176,41995,0
3177,41997,0
3178,42003,1
3179,42004,1
3180,42026,2
3181,42030,0
3182,42034,0
3183,42037,1
3184,42041,0
3185,42049,0
3186,42050,0
3187,42055,0
3188,42061,0
3189,42063,0
3190,42067,0
3191,42071,1
3192,42072,0
3193,42086,0
3194,42088,1
3195,42096,0
3196,42097,0
3197,42103,1
3198,42106,0
3199,42108,0
3200,42110,0
3201,42125,1
3202,42131,0
3203,42133,0
3204,42135,0
3205,42136,1
3206,42149,0
3207,42152,2
3208,42154,2
3209,42155,1
3210,42157,0
3211,42175,0
3212,42184,0
3213,42187,0
3214,42189,0
3215,42195,1
3216,42200,0
3217,42204,0
3218,42219,2
3219,42224,0
3220,42236,0
3221,42246,0
3222,42249,1
3223,42251,1
3224,42254,1
3225,42258,2
3226,42275,0
3227,42276,2
3228,42285,0
3229,42295,0
3230,42299,0
3231,42301,0
3232,42314,1
3233,42320,0
3234,42326,1
3235,42328,0
3236,42335,1
3237,42338,0
3238,42346,0
3239,42353,0
3240,42364,0
3241,42366,0
3242,42369,0
3243,42378,0
3244,42380,0
3245,42384,2
3246,42387,2
3247,42391,0
3248,42395,2
3249,42402,2
3250,42403,0
3251,42405,0
3252,42409,0
3253,42417,1
3254,42422,1
3255,42427,0
3256,42431,1
3257,42432,2
3258,42433,0
3259,42436,1
3260,42445,0
3261,42447,0
3262,42457,1
3263,42469,0
3264,42474,0
3265,42475,2
3266,42477,0
3267,42480,1
3268,42481,0
3269,42485,1
3270,42487,0
3271,42489,1
3272,42491,1
3273,42501,0
3274,42518,0
3275,42525,1
3276,42534,1
3277,42535,1
3278,42546,0
3279,42547,1
3280,42548,0
3281,42551,0
3282,42557,0
3283,42568,0
3284,42574,0
3285,42580,0
3286,42581,1
3287,42593,2
3288,42595,1
3289,42597,0
3290,42607,0
3291,42612,0
3292,42613,0
3293,42620,0
3294,42621,0
3295,42627,2
3296,42628,1
3297,42632,1
3298,42634,0
3299,42638,0
3300,42641,1
3301,42646,1
3302,42653,0
3303,42656,1
3304,42664,0
3305,42665,0
3306,42666,1
3307,42691,1
3308,42693,2
3309,42695,2
3310,42701,0
3311,42702,0
3312,42706,0
3313,42712,0
3314,42713,0
3315,42731,2
3316,42738,0
3317,42742,0
3318,42744,0
3319,42762,1
3320,42771,1
3321,42777,2
3322,42779,0
3323,42790,2
3324,42792,0
3325,42795,1
3326,42796,2
3327,42802,2
3328,42805,1
3329,42808,0
3330,42823,1
3331,42831,0
3332,42835,2
3333,42843,1
3334,42847,0
3335,42866,0
3336,42867,1
3337,42869,0
3338,42876,0
3339,42879,1
3340,42899,2
3341,42920,0
3342,42924,0
3343,42925,0
3344,42932,0
3345,42933,0
3346,42937,1
3347,42938,0
3348,42951,1
3349,42960,0
3350,42972,0
3351,42979,2
3352,42985,1
3353,42990,0
3354,42991,1
3355,43004,1
3356,43011,1
3357,43013,1
3358,43014,0
3359,43020,0
3360,43028,0
3361,43039,0
3362,43042,1
3363,43044,0
3364,43046,0
3365,43054,1
3366,43057,2
3367,43064,0
3368,43067,0
3369,43068,1
3370,43079,2
3371,43086,0
3372,43092,0
3373,43122,2
3374,43126,2
3375,43127,0
3376,43136,0
3377,43150,2
3378,43151,1
3379,43154,1
3380,43160,0
3381,43169,0
3382,43172,2
3383,43185,0
3384,43186,0
3385,43187,0
3386,43203,0
3387,43206,1
3388,43217,2
3389,43219,0
3390,43223,0
3391,43236,0
3392,43239,1
3393,43248,0
3394,43251,1
3395,43261,0
3396,43262,0
3397,43268,0
3398,43275,0
3399,43288,1
3400,43290,0
3401,43298,0
3402,43317,0
3403,43337,0
3404,43345,0
3405,43380,0
3406,43384,0
3407,43392,0
3408,43398,0
3409,43407,1
3410,43411,1
3411,43416,1
3412,43417,0
3413,43418,0
3414,43427,1
3415,43430,0
3416,43431,2
3417,43436,0
3418,43437,0
3419,43453,0
3420,43459,1
3421,43469,0
3422,43482,1
3423,43486,2
3424,43490,2
3425,43499,0
3426,43516,0
3427,43523,0
3428,43527,0
3429,43528,0
3430,43536,0
3431,43547,0
3432,43550,2
3433,43551,1
3434,43552,0
3435,43553,0
3436,43557,0
3437,43559,1
3438,43560,0
3439,43563,2
3440,43567,0
3441,43568,1
3442,43574,0
3443,43578,1
3444,43584,0
3445,43591,0
3446,43593,1
3447,43604,1
3448,43607,0
3449,43613,0
3450,43620,0
3451,43627,0
3452,43640,0
3453,43645,0
3454,43663,1
3455,43666,0
3456,43670,2
3457,43671,1
3458,43675,1
3459,43685,0
3460,43696,0
3461,43697,1
3462,43699,0
3463,43703,2
3464,43706,0
3465,43709,0
3466,43714,0
3467,43732,0
3468,43737,0
3469,43743,1
3470,43744,1
3471,43748,0
3472,43757,1
3473,43759,1
3474,43767,2
3475,43773,1
3476,43780,0
3477,43782,0
3478,43792,2
3479,43808,0
3480,43811,0
3481,43813,0
3482,43815,0
3483,43818,1
3484,43824,2
3485,43825,0
3486,43828,0
3487,43830,0
3488,43831,1
3489,43832,1
3490,43837,0
3491,43840,0
3492,43850,0
3493,43851,0
3494,43853,0
3495,43859,1
3496,43875,1
3497,43877,0
3498,43891,2
3499,43901,0
3500,43902,0
3501,43903,0
3502,43914,2
3503,43915,1
3504,43931,1
3505,43933,1
3506,43937,1
3507,43945,0
3508,43946,0
3509,43947,0
3510,43949,1
3511,43951,1
3512,43952,1
3513,43965,0
3514,43967,0
3515,43981,2
3516,43983,0
3517,43994,0
3518,44003,0
3519,44007,0
3520,44008,0
3521,44009,1
3522,44016,1
3523,44018,0
3524,44022,1
3525,44031,0
3526,44035,0
3527,44038,0
3528,44042,1
3529,44047,1
3530,44048,0
3531,44065,0
3532,44068,1
3533,44069,1
3534,44076,0
3535,44081,0
3536,44092,2
3537,44098,0
3538,44107,0
3539,44117,2
3540,44121,1
3541,44123,0
3542,44127,1
3543,44129,2
3544,44131,0
3545,44144,1
3546,44148,0
3547,44153,1
3548,44161,0
3549,44167,0
3550,44176,1
3551,44179,0
3552,44185,0
3553,44187,0
3554,44190,0
3555,44194,0
3556,44203,0
3557,44204,0
3558,44209,1
3559,44216,0
3560,44219,1
3561,44222,0
3562,44223,0
3563,44225,0
3564,44231,0
3565,44235,0
3566,44237,0
3567,44241,0
3568,44244,1
3569,44245,0
3570,44260,2
3571,44261,0
3572,44262,1
3573,44263,2
3574,44266,0
3575,44268,0
3576,44270,0
3577,44273,0
3578,44276,1
3579,44279,0
3580,44283,0
3581,44285,1
3582,44286,0
3583,44290,0
3584,44291,0
3585,44293,2
3586,44300,0
3587,44301,0
3588,44303,0
3589,44306,0
3590,44310,0
3591,44313,0
3592,44315,0
3593,44319,0
3594,44320,0
3595,44324,0
3596,44327,1
3597,44331,0
3598,44332,1
3599,44341,0
3600,44343,0
3601,44350,1
3602,44351,0
3603,44352,0
3604,44353,1
3605,44358,0
3606,44359,0
3607,44361,1
3608,44362,1
3609,44364,0
3610,44365,2
3611,44366,0
3612,44368,0
3613,44370,0
3614,44373,0
3615,44376,0
3616,44377,0
3617,44379,0
3618,44380,0
3619,44382,0
3620,44384,0
